# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Sun Nov 13 15:10:53 CET 2022
# PARSEC isochrones, release v1.0 (Bressan et al. 2012)
# Basic reference: Bressan et al. (2012), MNRAS, 427, 127
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using OBC version of bolometric corrections as detailed in Marigo et al. (2008, A&A 482, 883) and Girardi et al. (2008, PASP 120, 583
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0152 0.01508 7.40000 4.6886477470 2.6123343621    4.686  2.683  4.2161  4.242    0 -1.937 -1.331 -0.662 -0.502 -0.431 -0.333 -0.105 -0.037 0.018
0.0152 0.01508 7.40000 4.8000001907 2.6129836005    4.798  2.723  4.2219  4.236    0 -2.037 -1.410 -0.730 -0.567 -0.495 -0.395 -0.163 -0.094 -0.038
0.0152 0.01508 7.40000 4.8422074318 2.6132207326    4.840  2.738  4.2241  4.233    0 -2.074 -1.440 -0.755 -0.592 -0.519 -0.419 -0.185 -0.115 -0.059
0.0152 0.01508 7.40000 5.0000000000 2.6140666223    4.999  2.793  4.2319  4.224    0 -2.212 -1.549 -0.850 -0.682 -0.608 -0.505 -0.266 -0.195 -0.137
0.0152 0.01508 7.40000 5.1052627563 2.6145975967    5.105  2.828  4.2370  4.217    0 -2.301 -1.621 -0.912 -0.742 -0.666 -0.561 -0.320 -0.247 -0.188
0.0152 0.01508 7.40000 5.1999998093 2.6150544000    5.200  2.860  4.2415  4.212    0 -2.381 -1.684 -0.967 -0.795 -0.718 -0.612 -0.367 -0.294 -0.234
0.0152 0.01508 7.40000 5.2313170433 2.6152012274    5.231  2.871  4.2429  4.210    0 -2.407 -1.705 -0.985 -0.812 -0.735 -0.628 -0.383 -0.309 -0.249
0.0152 0.01508 7.40000 5.3999996185 2.6159585084    5.401  2.926  4.2505  4.199    0 -2.544 -1.815 -1.081 -0.905 -0.825 -0.716 -0.466 -0.391 -0.329
0.0152 0.01508 7.40000 5.4635930061 2.6162300839    5.464  2.946  4.2533  4.195    0 -2.595 -1.856 -1.117 -0.939 -0.859 -0.749 -0.497 -0.421 -0.360
0.0152 0.01508 7.40000 5.5999994278 2.6167887546    5.601  2.989  4.2590  4.185    0 -2.703 -1.943 -1.195 -1.013 -0.932 -0.820 -0.565 -0.487 -0.425
0.0152 0.01508 7.40000 5.6000256538 2.6167888590    5.601  2.989  4.2590  4.185    0 -2.703 -1.943 -1.195 -1.013 -0.932 -0.820 -0.565 -0.487 -0.425
0.0152 0.01508 7.40000 5.8000001907 2.6175535027    5.801  3.051  4.2670  4.170    0 -2.858 -2.070 -1.307 -1.121 -1.038 -0.924 -0.663 -0.584 -0.520
0.0152 0.01508 7.40000 5.8054656982 2.6175735523    5.806  3.053  4.2672  4.170    0 -2.862 -2.073 -1.310 -1.124 -1.041 -0.926 -0.666 -0.587 -0.523
0.0152 0.01508 7.40000 6.0000000000 2.6182599138    6.000  3.112  4.2746  4.155    0 -3.010 -2.194 -1.417 -1.228 -1.143 -1.026 -0.761 -0.681 -0.615
0.0152 0.01508 7.40000 6.1356754303 2.6187090950    6.135  3.152  4.2795  4.144    0 -3.110 -2.277 -1.491 -1.300 -1.213 -1.095 -0.827 -0.745 -0.679
0.0152 0.01508 7.40000 6.1999998093 2.6189141709    6.200  3.171  4.2818  4.139    0 -3.157 -2.316 -1.526 -1.334 -1.247 -1.128 -0.858 -0.776 -0.709
0.0152 0.01508 7.40000 6.4000000954 2.6195216279    6.399  3.229  4.2886  4.122    0 -3.301 -2.436 -1.635 -1.439 -1.350 -1.229 -0.955 -0.871 -0.803
0.0152 0.01508 7.40000 6.6492838860 2.6202202526    6.647  3.298  4.2964  4.100    0 -3.476 -2.583 -1.768 -1.568 -1.477 -1.354 -1.075 -0.989 -0.920
0.0152 0.01508 7.40000 6.8845677376 2.6208265528    6.881  3.363  4.3032  4.077    0 -3.638 -2.722 -1.895 -1.691 -1.599 -1.473 -1.190 -1.104 -1.033
0.0152 0.01508 7.40000 7.0000000000 2.6211069280    6.996  3.395  4.3063  4.065    0 -3.718 -2.792 -1.959 -1.754 -1.661 -1.534 -1.249 -1.162 -1.091
0.0152 0.01508 7.40000 7.0780429840 2.6212905405    7.074  3.416  4.3082  4.056    0 -3.771 -2.838 -2.001 -1.795 -1.702 -1.575 -1.288 -1.201 -1.129
0.0152 0.01508 7.40000 7.2886223793 2.6217634890    7.286  3.473  4.3131  4.032    0 -3.912 -2.963 -2.117 -1.908 -1.815 -1.685 -1.396 -1.307 -1.235
0.0152 0.01508 7.40000 7.4829859734 2.6221729617    7.481  3.524  4.3171  4.008    0 -4.041 -3.079 -2.226 -2.015 -1.920 -1.790 -1.498 -1.408 -1.335
0.0152 0.01508 7.40000 7.6632518768 2.6225314617    7.663  3.572  4.3205  3.984    0 -4.160 -3.188 -2.328 -2.116 -2.020 -1.889 -1.595 -1.504 -1.431
0.0152 0.01508 7.40000 7.8311858177 2.6228484166    7.831  3.617  4.3230  3.959    0 -4.271 -3.292 -2.427 -2.214 -2.117 -1.986 -1.689 -1.598 -1.524
0.0152 0.01508 7.40000 8.0000000000 2.6231516585    8.001  3.662  4.3250  3.931    0 -4.385 -3.402 -2.531 -2.317 -2.221 -2.089 -1.790 -1.699 -1.624
0.0152 0.01508 7.40000 8.0158596039 2.6231793933    8.017  3.666  4.3251  3.928    0 -4.395 -3.412 -2.541 -2.327 -2.230 -2.098 -1.800 -1.708 -1.634
0.0152 0.01508 7.40000 8.2217655182 2.6235283361    8.221  3.720  4.3265  3.892    0 -4.529 -3.544 -2.669 -2.454 -2.357 -2.225 -1.925 -1.833 -1.758
0.0152 0.01508 7.40000 8.4098596573 2.6238299800    8.408  3.769  4.3270  3.854    0 -4.652 -3.669 -2.791 -2.576 -2.479 -2.346 -2.046 -1.954 -1.879
0.0152 0.01508 7.40000 8.5821418762 2.6240929663    8.579  3.814  4.3265  3.815    0 -4.765 -3.789 -2.909 -2.694 -2.597 -2.465 -2.165 -2.073 -1.998
0.0152 0.01508 7.40000 8.7401380539 2.6243236939    8.736  3.857  4.3247  3.773    0 -4.872 -3.906 -3.027 -2.812 -2.716 -2.584 -2.285 -2.194 -2.118
0.0152 0.01508 7.40000 8.9327783585 2.6245923534    8.927  3.909  4.3210  3.715    0 -5.003 -4.056 -3.181 -2.967 -2.872 -2.741 -2.444 -2.353 -2.278
0.0152 0.01508 7.40000 9.0000000000 2.6246829947    8.995  3.928  4.3193  3.693    0 -5.049 -4.110 -3.237 -3.023 -2.929 -2.798 -2.503 -2.412 -2.337
0.0152 0.01508 7.40000 9.0455751419 2.6247435675    9.040  3.940  4.3182  3.679    0 -5.079 -4.146 -3.273 -3.060 -2.966 -2.836 -2.541 -2.450 -2.376
0.0152 0.01508 7.40000 9.2072391510 2.6249528807    9.202  3.984  4.3120  3.618    0 -5.189 -4.283 -3.418 -3.207 -3.114 -2.987 -2.695 -2.606 -2.532
0.0152 0.01508 7.40000 9.3546733856 2.6251365343    9.350  4.025  4.3047  3.555    0 -5.291 -4.417 -3.561 -3.352 -3.262 -3.136 -2.848 -2.761 -2.689
0.0152 0.01508 7.40000 9.4847412109 2.6252931156    9.481  4.061  4.2968  3.493    0 -5.384 -4.543 -3.697 -3.491 -3.403 -3.279 -2.996 -2.911 -2.840
0.0152 0.01508 7.40000 9.6020555496 2.6254301674    9.599  4.097  4.2884  3.429    1 -5.473 -4.670 -3.833 -3.630 -3.544 -3.424 -3.146 -3.063 -2.992
0.0152 0.01508 7.40000 9.7038421631 2.6255459965    9.701  4.130  4.2834  3.380    1 -5.556 -4.776 -3.944 -3.743 -3.659 -3.541 -3.265 -3.183 -3.113
0.0152 0.01508 7.40000 9.7414150238 2.6255880501    9.738  4.147  4.2889  3.387    1 -5.597 -4.797 -3.956 -3.753 -3.667 -3.547 -3.268 -3.185 -3.114
0.0152 0.01508 7.40000 9.7682943344 2.6256179067    9.765  4.164  4.3015  3.421    1 -5.640 -4.793 -3.932 -3.725 -3.636 -3.512 -3.225 -3.138 -3.066
0.0152 0.01508 7.40000 9.7760181427 2.6256264512    9.773  4.178  4.3140  3.458    1 -5.675 -4.780 -3.901 -3.689 -3.596 -3.468 -3.174 -3.084 -3.010
0.0152 0.01508 7.40000 9.7793617249 2.6256301452    9.776  4.194  4.3258  3.489    1 -5.716 -4.775 -3.878 -3.662 -3.567 -3.434 -3.133 -3.041 -2.964
0.0152 0.01508 7.40000 9.7807722092 2.6256317026    9.778  4.210  4.3348  3.510    1 -5.754 -4.781 -3.870 -3.651 -3.553 -3.418 -3.112 -3.017 -2.939
0.0152 0.01508 7.40000 9.7814540863 2.6256324554    9.779  4.218  4.3396  3.520    1 -5.775 -4.785 -3.867 -3.645 -3.547 -3.410 -3.101 -3.005 -2.926
0.0152 0.01508 7.40000 9.7820711136 2.6256331364    9.779  4.197  4.3322  3.512    2 -5.723 -4.759 -3.852 -3.634 -3.537 -3.403 -3.098 -3.004 -2.926
0.0152 0.01508 7.40000 9.7825155258 2.6256336269    9.780  4.181  4.3235  3.493    2 -5.682 -4.749 -3.857 -3.641 -3.546 -3.415 -3.115 -3.023 -2.947
0.0152 0.01508 7.40000 9.7828722000 2.6256340205    9.780  4.171  4.3138  3.464    2 -5.659 -4.763 -3.885 -3.673 -3.580 -3.452 -3.158 -3.069 -2.994
0.0152 0.01508 7.40000 9.7832708359 2.6256344603    9.780  4.166  4.3014  3.420    2 -5.646 -4.799 -3.938 -3.731 -3.642 -3.517 -3.231 -3.144 -3.072
0.0152 0.01508 7.40000 9.7836294174 2.6256348560    9.781  4.167  4.2894  3.371    2 -5.646 -4.847 -4.003 -3.801 -3.715 -3.595 -3.315 -3.232 -3.161
0.0152 0.01508 7.40000 9.7839670181 2.6256352284    9.781  4.171  4.2772  3.318    2 -5.658 -4.907 -4.081 -3.883 -3.800 -3.685 -3.412 -3.331 -3.263
0.0152 0.01508 7.40000 9.7842893600 2.6256355840    9.781  4.177  4.2652  3.264    2 -5.673 -4.969 -4.160 -3.967 -3.888 -3.777 -3.512 -3.433 -3.367
0.0152 0.01508 7.40000 9.7846012115 2.6256359280    9.782  4.183  4.2531  3.210    2 -5.687 -5.030 -4.240 -4.052 -3.976 -3.868 -3.611 -3.536 -3.472
0.0152 0.01508 7.40000 9.7849025726 2.6256362604    9.782  4.188  4.2411  3.157    2 -5.700 -5.089 -4.318 -4.134 -4.062 -3.958 -3.708 -3.636 -3.574
0.0152 0.01508 7.40000 9.7852640152 2.6256366590    9.782  4.193  4.2261  3.092    2 -5.712 -5.159 -4.411 -4.234 -4.166 -4.068 -3.827 -3.759 -3.699
0.0152 0.01508 7.40000 9.7855434418 2.6256369672    9.783  4.196  4.2141  3.041    2 -5.720 -5.211 -4.483 -4.311 -4.247 -4.154 -3.920 -3.855 -3.797
0.0152 0.01508 7.40000 9.7858123779 2.6256372637    9.783  4.198  4.2021  2.991    2 -5.726 -5.261 -4.553 -4.387 -4.326 -4.236 -4.012 -3.949 -3.893
0.0152 0.01508 7.40000 9.7861347198 2.6256376192    9.783  4.200  4.1870  2.929    2 -5.730 -5.322 -4.637 -4.478 -4.422 -4.339 -4.124 -4.065 -4.012
0.0152 0.01508 7.40000 9.7863807678 2.6256378904    9.783  4.201  4.1750  2.880    2 -5.732 -5.368 -4.702 -4.550 -4.498 -4.419 -4.212 -4.155 -4.105
0.0152 0.01508 7.40000 9.7866172791 2.6256381512    9.784  4.201  4.1630  2.831    2 -5.733 -5.410 -4.766 -4.619 -4.571 -4.496 -4.298 -4.245 -4.196
0.0152 0.01508 7.40000 9.7868442535 2.6256384014    9.784  4.201  4.1509  2.783    2 -5.732 -5.451 -4.829 -4.687 -4.643 -4.573 -4.383 -4.333 -4.287
0.0152 0.01508 7.40000 9.7870597839 2.6256386390    9.784  4.200  4.1388  2.736    2 -5.730 -5.489 -4.889 -4.754 -4.713 -4.648 -4.467 -4.420 -4.375
0.0152 0.01508 7.40000 9.7872676849 2.6256388682    9.784  4.199  4.1268  2.689    2 -5.728 -5.524 -4.948 -4.819 -4.781 -4.721 -4.549 -4.505 -4.462
0.0152 0.01508 7.40000 9.7875137329 2.6256391394    9.785  4.197  4.1117  2.630    2 -5.723 -5.565 -5.020 -4.898 -4.866 -4.812 -4.651 -4.611 -4.571
0.0152 0.01508 7.40000 9.7877006531 2.6256393455    9.785  4.195  4.0996  2.584    2 -5.718 -5.595 -5.075 -4.960 -4.931 -4.882 -4.731 -4.694 -4.656
0.0152 0.01508 7.40000 9.7878789902 2.6256395420    9.785  4.193  4.0876  2.538    2 -5.713 -5.622 -5.130 -5.020 -4.995 -4.951 -4.809 -4.776 -4.740
0.0152 0.01508 7.40000 9.7880907059 2.6256397754    9.785  4.190  4.0725  2.480    2 -5.705 -5.649 -5.194 -5.092 -5.072 -5.033 -4.905 -4.876 -4.843
0.0152 0.01508 7.40000 9.7882509232 2.6256399519    9.785  4.187  4.0604  2.435    2 -5.699 -5.667 -5.242 -5.147 -5.131 -5.098 -4.980 -4.955 -4.924
0.0152 0.01508 7.40000 9.7884035110 2.6256401201    9.786  4.184  4.0484  2.390    2 -5.691 -5.681 -5.288 -5.200 -5.188 -5.160 -5.054 -5.032 -5.003
0.0152 0.01508 7.40000 9.7885494232 2.6256402809    9.786  4.181  4.0362  2.344    2 -5.683 -5.691 -5.332 -5.251 -5.243 -5.220 -5.126 -5.109 -5.082
0.0152 0.01508 7.40000 9.7886877060 2.6256404333    9.786  4.178  4.0242  2.300    2 -5.675 -5.697 -5.374 -5.300 -5.295 -5.278 -5.197 -5.183 -5.159
0.0152 0.01508 7.40000 9.7888517380 2.6256406140    9.786  4.173  4.0091  2.244    2 -5.663 -5.699 -5.424 -5.359 -5.358 -5.349 -5.283 -5.275 -5.254
0.0152 0.01508 7.40000 9.7889766693 2.6256407517    9.786  4.169  3.9970  2.199    2 -5.654 -5.696 -5.463 -5.404 -5.407 -5.403 -5.352 -5.349 -5.330
0.0152 0.01508 7.40000 9.7890949249 2.6256408820    9.786  4.165  3.9850  2.155    2 -5.644 -5.690 -5.499 -5.448 -5.453 -5.456 -5.419 -5.421 -5.405
0.0152 0.01508 7.40000 9.7892084122 2.6256410070    9.786  4.161  3.9728  2.111    2 -5.633 -5.680 -5.533 -5.489 -5.498 -5.507 -5.487 -5.493 -5.480
0.0152 0.01508 7.40000 9.7893161774 2.6256411258    9.786  4.157  3.9608  2.067    2 -5.623 -5.666 -5.564 -5.528 -5.540 -5.555 -5.553 -5.564 -5.555
0.0152 0.01508 7.40000 9.7894449234 2.6256412676    9.786  4.152  3.9456  2.011    2 -5.609 -5.641 -5.597 -5.572 -5.590 -5.613 -5.634 -5.653 -5.649
0.0152 0.01508 7.40000 9.7895421982 2.6256413748    9.787  4.147  3.9336  1.968    2 -5.598 -5.612 -5.614 -5.602 -5.627 -5.658 -5.699 -5.724 -5.724
0.0152 0.01508 7.40000 9.7896366119 2.6256414788    9.787  4.143  3.9214  1.924    2 -5.586 -5.572 -5.620 -5.626 -5.659 -5.702 -5.763 -5.796 -5.800
0.0152 0.01508 7.40000 9.7897262573 2.6256415776    9.787  4.138  3.9094  1.880    2 -5.574 -5.523 -5.615 -5.642 -5.687 -5.742 -5.825 -5.868 -5.875
0.0152 0.01508 7.40000 9.7898111343 2.6256416711    9.787  4.133  3.8973  1.837    2 -5.562 -5.465 -5.597 -5.650 -5.711 -5.780 -5.886 -5.940 -5.952
0.0152 0.01508 7.40000 9.7899131775 2.6256417835    9.787  4.126  3.8820  1.782    2 -5.546 -5.384 -5.559 -5.651 -5.735 -5.825 -5.961 -6.033 -6.049
0.0152 0.01508 7.40000 9.7899885178 2.6256418665    9.787  4.121  3.8700  1.739    2 -5.533 -5.315 -5.515 -5.644 -5.749 -5.858 -6.019 -6.107 -6.126
0.0152 0.01508 7.40000 9.7900619507 2.6256419474    9.787  4.116  3.8579  1.696    2 -5.520 -5.239 -5.459 -5.631 -5.762 -5.891 -6.078 -6.183 -6.205
0.0152 0.01508 7.40000 9.7901306152 2.6256420230    9.787  4.110  3.8457  1.653    2 -5.506 -5.159 -5.392 -5.615 -5.772 -5.923 -6.136 -6.260 -6.286
0.0152 0.01508 7.40000 9.7901964188 2.6256420955    9.787  4.105  3.8338  1.611    2 -5.492 -5.073 -5.317 -5.595 -5.780 -5.953 -6.192 -6.336 -6.365
0.0152 0.01508 7.40000 9.7902593613 2.6256421648    9.787  4.099  3.8216  1.568    2 -5.477 -4.980 -5.233 -5.570 -5.785 -5.981 -6.246 -6.413 -6.445
0.0152 0.01508 7.40000 9.7903194427 2.6256422310    9.787  4.093  3.8095  1.526    2 -5.462 -4.879 -5.143 -5.541 -5.785 -6.004 -6.298 -6.490 -6.524
0.0152 0.01508 7.40000 9.7903766632 2.6256422941    9.787  4.086  3.7973  1.484    2 -5.445 -4.768 -5.049 -5.506 -5.780 -6.024 -6.348 -6.566 -6.602
0.0152 0.01508 7.40000 9.7904310226 2.6256423539    9.787  4.080  3.7853  1.442    2 -5.429 -4.647 -4.950 -5.468 -5.771 -6.039 -6.393 -6.637 -6.677
0.0152 0.01508 7.40000 9.7904825211 2.6256424107    9.787  4.073  3.7733  1.401    2 -5.411 -4.507 -4.844 -5.426 -5.759 -6.050 -6.436 -6.708 -6.750
0.0152 0.01508 7.40000 9.7905321121 2.6256424653    9.788  4.065  3.7611  1.360    2 -5.393 -4.346 -4.729 -5.379 -5.742 -6.056 -6.475 -6.777 -6.823
0.0152 0.01508 7.40000 9.7905797958 2.6256425178    9.788  4.057  3.7489  1.319    2 -5.373 -4.166 -4.606 -5.328 -5.721 -6.059 -6.513 -6.844 -6.892
0.0152 0.01508 7.40000 9.7906246185 2.6256425672    9.788  4.049  3.7369  1.279    2 -5.352 -3.972 -4.479 -5.273 -5.697 -6.057 -6.546 -6.907 -6.958
0.0152 0.01508 7.40000 9.7906675339 2.6256426144    9.788  4.040  3.7250  1.240    2 -5.331 -3.756 -4.345 -5.212 -5.667 -6.048 -6.573 -6.966 -7.020
0.0152 0.01508 7.40000 9.7907094955 2.6256426607    9.788  4.031  3.7131  1.202    2 -5.307 -3.520 -4.204 -5.145 -5.629 -6.032 -6.596 -7.022 -7.078
0.0152 0.01508 7.40000 9.7907495499 2.6256427048    9.788  4.021  3.7011  1.164    2 -5.282 -3.270 -4.057 -5.072 -5.585 -6.009 -6.615 -7.074 -7.134
0.0152 0.01508 7.40000 9.7907905579 2.6256427499    9.788  4.010  3.6896  1.129    2 -5.254 -3.014 -3.907 -4.993 -5.534 -5.979 -6.627 -7.119 -7.184
0.0152 0.01508 7.40000 9.7908315659 2.6256427951    9.788  3.997  3.6784  1.098    2 -5.221 -2.751 -3.752 -4.904 -5.474 -5.939 -6.631 -7.154 -7.227
0.0152 0.01508 7.40000 9.7908782959 2.6256428466    9.788  3.980  3.6673  1.070    2 -5.181 -2.473 -3.585 -4.800 -5.400 -5.888 -6.625 -7.178 -7.262
0.0152 0.01508 7.40000 9.7909364700 2.6256429106    9.788  3.959  3.6569  1.049    2 -5.128 -2.183 -3.407 -4.680 -5.310 -5.822 -6.602 -7.182 -7.278
0.0152 0.01508 7.40000 9.7910232544 2.6256430062    9.788  3.934  3.6478  1.038    2 -5.065 -1.900 -3.227 -4.547 -5.207 -5.742 -6.562 -7.165 -7.273
0.0152 0.01508 7.40000 9.7911281586 2.6256431218    9.788  3.908  3.6397  1.031    2 -5.001 -1.631 -3.054 -4.417 -5.105 -5.662 -6.517 -7.142 -7.261
0.0152 0.01508 7.40000 9.7912502289 2.6256432562    9.788  3.884  3.6310  1.020    2 -4.941 -1.340 -2.868 -4.276 -4.998 -5.581 -6.475 -7.123 -7.256
0.0152 0.01508 7.40000 9.7913236618 2.6256433371    9.788  3.896  3.6248  0.984    3 -4.970 -1.189 -2.803 -4.246 -4.993 -5.596 -6.518 -7.182 -7.324
0.0152 0.01508 7.40000 9.7914066315 2.6256434284    9.788  3.935  3.6167  0.913    3 -5.067 -1.030 -2.763 -4.257 -5.038 -5.673 -6.632 -7.317 -7.472
0.0152 0.01508 7.40000 9.7914562225 2.6256434831    9.789  3.973  3.6112  0.852    3 -5.164 -0.939 -2.762 -4.291 -5.098 -5.756 -6.741 -7.440 -7.604
0.0152 0.01508 7.40000 9.7914943695 2.6256435251    9.789  4.011  3.6065  0.795    3 -5.258 -0.882 -2.770 -4.327 -5.155 -5.838 -6.846 -7.557 -7.729
0.0152 0.01508 7.40000 9.7915296555 2.6256435639    9.789  4.052  3.6019  0.737    3 -5.359 -0.832 -2.786 -4.371 -5.220 -5.926 -6.957 -7.680 -7.860
0.0152 0.01508 7.40000 9.7915458679 2.6256435818    9.789  4.071  3.5998  0.709    3 -5.407 -0.809 -2.794 -4.392 -5.252 -5.968 -7.009 -7.738 -7.922
0.0152 0.01508 7.40000 9.7915792465 2.6256436185    9.789  4.111  3.5958  0.653    3 -5.507 -0.776 -2.813 -4.435 -5.314 -6.055 -7.118 -7.858 -8.048
0.0152 0.01508 7.40000 9.7915964127 2.6256436374    9.789  4.130  3.5938  0.626    3 -5.556 -0.763 -2.822 -4.454 -5.342 -6.098 -7.171 -7.916 -8.109
0.0152 0.01508 7.40000 9.7916126251 2.6256436553    9.789  4.147  3.5922  0.603    3 -5.597 -0.752 -2.830 -4.470 -5.367 -6.134 -7.215 -7.965 -8.161
0.0152 0.01508 7.40000 9.7916517258 2.6256436983    9.789  4.183  3.5885  0.551    3 -5.688 -0.728 -2.846 -4.506 -5.421 -6.214 -7.315 -8.075 -8.276
0.0152 0.01508 7.40000 9.7916994095 2.6256437509    9.789  4.217  3.5851  0.503    3 -5.774 -0.704 -2.860 -4.539 -5.471 -6.288 -7.407 -8.177 -8.383
0.0152 0.01508 7.40000 9.7917699814 2.6256438286    9.789  4.252  3.5815  0.455    3 -5.859 -0.682 -2.865 -4.559 -5.512 -6.361 -7.502 -8.280 -8.493
0.0152 0.01508 7.40000 9.7919454575 2.6256440218    9.789  4.292  3.5775  0.399    3 -5.959 -0.661 -2.867 -4.577 -5.554 -6.446 -7.612 -8.400 -8.619
0.0152 0.01508 7.40000 9.7925357819 2.6256446718    9.790  4.332  3.5733  0.341    3 -6.061 -0.640 -2.868 -4.595 -5.597 -6.532 -7.725 -8.522 -8.749
0.0152 0.01508 7.40000 9.7935266495 2.6256457625    9.791  4.375  3.5690  0.282    3 -6.167 -0.624 -2.866 -4.607 -5.637 -6.622 -7.842 -8.650 -8.884
0.0152 0.01508 7.40000 9.7947473526 2.6256471060    9.792  4.397  3.5668  0.251    3 -6.222 -0.621 -2.860 -4.604 -5.650 -6.666 -7.903 -8.715 -8.953
0.0152 0.01508 7.40000 9.7976541519 2.6256503035    9.795  4.431  3.5635  0.204    3 -6.307 -0.619 -2.852 -4.599 -5.671 -6.735 -7.997 -8.816 -9.059
0.0152 0.01508 7.40000 9.8162746429 2.6256707346    9.813  4.406  3.5666  0.243    4 -6.244 -0.633 -2.874 -4.620 -5.668 -6.687 -7.926 -8.738 -8.976
0.0152 0.01508 7.40000 9.8377342224 2.6256941706    9.835  4.372  3.5706  0.293    4 -6.160 -0.652 -2.899 -4.640 -5.659 -6.622 -7.831 -8.634 -8.866
0.0152 0.01508 7.40000 9.8567171097 2.6257148039    9.854  4.336  3.5748  0.347    4 -6.070 -0.680 -2.908 -4.633 -5.627 -6.548 -7.731 -8.524 -8.749
0.0152 0.01508 7.40000 9.8744544983 2.6257340011    9.872  4.302  3.5788  0.398    4 -5.984 -0.709 -2.918 -4.628 -5.598 -6.477 -7.635 -8.418 -8.636
0.0152 0.01508 7.40000 9.8951625824 2.6257563134    9.893  4.269  3.5830  0.448    4 -5.902 -0.744 -2.934 -4.629 -5.575 -6.410 -7.542 -8.315 -8.526
0.0152 0.01508 7.40000 9.9251213074 2.6257884034    9.923  4.241  3.5876  0.496    4 -5.832 -0.810 -2.962 -4.635 -5.557 -6.355 -7.462 -8.222 -8.426
0.0152 0.01508 7.40000 9.9901056290 2.6258572508    9.988  4.210  3.5956  0.561    4 -5.756 -0.949 -3.037 -4.677 -5.561 -6.304 -7.370 -8.106 -8.299
0.0152 0.01508 7.40000 9.9925355911 2.6258598052    9.990  4.210  3.5958  0.563    4 -5.754 -0.954 -3.040 -4.679 -5.562 -6.303 -7.368 -8.103 -8.295
0.0152 0.01508 7.40000 10.0000000000 2.6258676431    9.998  4.214  3.5970  0.563    4 -5.766 -0.989 -3.071 -4.708 -5.586 -6.319 -7.378 -8.109 -8.300
0.0152 0.01508 7.40000 10.0414800644 2.6259109545   10.040  4.239  3.6028  0.564    5 -5.827 -1.190 -3.229 -4.844 -5.697 -6.399 -7.430 -8.141 -8.324
0.0152 0.01508 7.40000 10.0483160019 2.6259180527   10.047  4.259  3.6065  0.559    5 -5.877 -1.325 -3.337 -4.939 -5.777 -6.460 -7.474 -8.173 -8.351
0.0152 0.01508 7.40000 10.0507373810 2.6259205644   10.049  4.284  3.6119  0.555    5 -5.941 -1.515 -3.486 -5.067 -5.883 -6.540 -7.530 -8.210 -8.381
0.0152 0.01508 7.40000 10.0517921448 2.6259216580   10.050  4.300  3.6175  0.562    5 -5.981 -1.715 -3.615 -5.168 -5.960 -6.595 -7.559 -8.223 -8.385
0.0152 0.01508 7.40000 10.0521383286 2.6259220169   10.050  4.308  3.6234  0.578    5 -6.000 -1.910 -3.732 -5.251 -6.018 -6.631 -7.567 -8.215 -8.367
0.0152 0.01508 7.40000 10.0523452759 2.6259222315   10.051  4.312  3.6291  0.597    5 -6.009 -2.093 -3.832 -5.318 -6.061 -6.654 -7.564 -8.198 -8.340
0.0152 0.01508 7.40000 10.0525369644 2.6259224302   10.051  4.315  3.6362  0.622    5 -6.017 -2.319 -3.950 -5.393 -6.107 -6.678 -7.555 -8.172 -8.302
0.0152 0.01508 7.40000 10.0526885986 2.6259225873   10.051  4.317  3.6430  0.648    5 -6.022 -2.532 -4.059 -5.460 -6.148 -6.697 -7.543 -8.144 -8.263
0.0152 0.01508 7.40000 10.0528240204 2.6259227277   10.051  4.318  3.6497  0.673    5 -6.025 -2.731 -4.161 -5.519 -6.183 -6.714 -7.530 -8.115 -8.223
0.0152 0.01508 7.40000 10.0529556274 2.6259228641   10.051  4.320  3.6563  0.698    5 -6.029 -2.920 -4.257 -5.574 -6.215 -6.728 -7.515 -8.084 -8.183
0.0152 0.01508 7.40000 10.0530853271 2.6259229985   10.051  4.321  3.6629  0.723    5 -6.032 -3.093 -4.345 -5.621 -6.241 -6.740 -7.497 -8.051 -8.142
0.0152 0.01508 7.40000 10.0532169342 2.6259231349   10.052  4.322  3.6694  0.748    5 -6.035 -3.260 -4.432 -5.666 -6.266 -6.751 -7.480 -8.018 -8.100
0.0152 0.01508 7.40000 10.0533533096 2.6259232763   10.052  4.323  3.6759  0.773    5 -6.037 -3.415 -4.513 -5.706 -6.288 -6.759 -7.461 -7.982 -8.059
0.0152 0.01508 7.40000 10.0534944534 2.6259234225   10.052  4.324  3.6824  0.798    5 -6.039 -3.567 -4.592 -5.745 -6.309 -6.767 -7.442 -7.946 -8.017
